company_id,company,empathy,output_key,output_value
northforge,Northforge Components Ltd,business,score,1.0
northforge,Northforge Components Ltd,business,evidenceWeightedConfidence,0.72
northforge,Northforge Components Ltd,business,answered,6
northforge,Northforge Components Ltd,business,total,16
northforge,Northforge Components Ltd,business,evidenceSupported,6
northforge,Northforge Components Ltd,business,needsReview,0
northforge,Northforge Components Ltd,business,strengths,[]
northforge,Northforge Components Ltd,business,weakAreas,"[""Strategy and Purpose"", ""Finance and Investment"", ""Operations and Delivery"", ""Stakeholder Power"", ""Capability and Behaviour"", ""Equity and Wellbeing""]"
northforge,Northforge Components Ltd,business,evidenceGaps,[]
northforge,Northforge Components Ltd,business,contradictions,[]
northforge,Northforge Components Ltd,business,problemSignals,"[{""title"": ""Strategy and Purpose may need deeper mapping"", ""description"": ""Strategy and Purpose is marked as light with medium confidence."", ""source"": ""Business question 1"", ""confidence"": ""medium""}, {""title"": ""Finance and Investment may need deeper mapping"", ""description"": ""Finance and Investment is marked as light with medium confidence."", ""source"": ""Business question 2"", ""confidence"": ""medium""}, {""title"": ""Operations and Delivery may need deeper mapping"", ""description"": ""Operations and Delivery is marked as light with medium confidence."", ""source"": ""Business question 3"", ""confidence"": ""medium""}, {""title"": ""Stakeholder Power may need deeper mapping"", ""description"": ""Stakeholder Power is marked as light with medium confidence."", ""source"": ""Business question 17"", ""confidence"": ""medium""}, {""title"": ""Capability and Behaviour may need deeper mapping"", ""description"": ""Capability and Behaviour is marked as light with medium confidence."", ""source"": ""Business question 18"", ""confidence"": ""medium""}, {""title"": ""Equity and Wellbeing may need deeper mapping"", ""description"": ""Equity and Wellbeing is marked as light with medium confidence."", ""source"": ""Business question 19"", ""confidence"": ""medium""}]"
northforge,Northforge Components Ltd,business,impactJourneyQuestions,"[""Where does strategy and purpose show up across the value chain, process or service journey?"", ""Where does finance and investment show up across the value chain, process or service journey?"", ""Where does operations and delivery show up across the value chain, process or service journey?"", ""Where does stakeholder power show up across the value chain, process or service journey?""]"
northforge,Northforge Components Ltd,business,humanEmpathyRecommendations,"[""Use Human Empathy to test whether business maturity is experienced consistently by staff and stakeholders.""]"
northforge,Northforge Components Ltd,business,discoveryDomainReadings,[]
northforge,Northforge Components Ltd,business,toolRecommendations,[]
northforge,Northforge Components Ltd,business,carryForwardItems,"[{""action"": ""problem-signal"", ""questionId"": 1, ""area"": ""Strategy and Purpose"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""impact-journey"", ""questionId"": 1, ""area"": ""Strategy and Purpose"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""problem-signal"", ""questionId"": 2, ""area"": ""Finance and Investment"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""impact-journey"", ""questionId"": 2, ""area"": ""Finance and Investment"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""problem-signal"", ""questionId"": 3, ""area"": ""Operations and Delivery"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""impact-journey"", ""questionId"": 3, ""area"": ""Operations and Delivery"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""problem-signal"", ""questionId"": 17, ""area"": ""Stakeholder Power"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""impact-journey"", ""questionId"": 17, ""area"": ""Stakeholder Power"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""problem-signal"", ""questionId"": 18, ""area"": ""Capability and Behaviour"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""impact-journey"", ""questionId"": 18, ""area"": ""Capability and Behaviour"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""problem-signal"", ""questionId"": 19, ""area"": ""Equity and Wellbeing"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""impact-journey"", ""questionId"": 19, ""area"": ""Equity and Wellbeing"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}]"
northforge,Northforge Components Ltd,business,systemsConnections,[]
northforge,Northforge Components Ltd,human,score,1.0
northforge,Northforge Components Ltd,human,evidenceWeightedConfidence,0.72
northforge,Northforge Components Ltd,human,answered,3
northforge,Northforge Components Ltd,human,total,5
northforge,Northforge Components Ltd,human,evidenceSupported,3
northforge,Northforge Components Ltd,human,needsReview,0
northforge,Northforge Components Ltd,human,representedGroups,[]
northforge,Northforge Components Ltd,human,underrepresentedGroups,[]
northforge,Northforge Components Ltd,human,representationCoverage,0
northforge,Northforge Components Ltd,human,directEvidenceCoverage,0
northforge,Northforge Components Ltd,human,indirectEvidenceCoverage,0
northforge,Northforge Components Ltd,human,strengths,[]
northforge,Northforge Components Ltd,human,weakAreas,"[""Stakeholder Power"", ""Capability and Behaviour"", ""Equity and Wellbeing""]"
northforge,Northforge Components Ltd,human,evidenceGaps,[]
northforge,Northforge Components Ltd,human,contradictions,[]
northforge,Northforge Components Ltd,human,problemSignals,"[{""title"": ""Stakeholder Power may need deeper human enquiry"", ""description"": ""Stakeholder Power is marked as light with medium confidence."", ""source"": ""Human question 17"", ""confidence"": ""medium""}, {""title"": ""Capability and Behaviour may need deeper human enquiry"", ""description"": ""Capability and Behaviour is marked as light with medium confidence."", ""source"": ""Human question 18"", ""confidence"": ""medium""}, {""title"": ""Equity and Wellbeing may need deeper human enquiry"", ""description"": ""Equity and Wellbeing is marked as light with medium confidence."", ""source"": ""Human question 19"", ""confidence"": ""medium""}]"
northforge,Northforge Components Ltd,human,behaviouralBarriers,[]
northforge,Northforge Components Ltd,human,capabilityGaps,[]
northforge,Northforge Components Ltd,human,powerInfluenceInsights,[]
northforge,Northforge Components Ltd,human,participationTasks,"[""Review who has authority, influence and lived experience for weak Human Empathy areas.""]"
northforge,Northforge Components Ltd,human,facilitationRecommendations,[]
northforge,Northforge Components Ltd,human,humanRiskFlags,[]
northforge,Northforge Components Ltd,human,impactJourneyQuestions,"[""Where do people experience the effects of stakeholder power across the journey or value chain?"", ""Where do people experience the effects of capability and behaviour across the journey or value chain?"", ""Where do people experience the effects of equity and wellbeing across the journey or value chain?""]"
northforge,Northforge Components Ltd,human,planetaryEmpathyRecommendations,"[""Use Planetary Empathy to test whether human concerns connect to climate, nature, materials or place-based impacts.""]"
northforge,Northforge Components Ltd,planetary,score,1.0
northforge,Northforge Components Ltd,planetary,evidenceWeightedConfidence,0.72
northforge,Northforge Components Ltd,planetary,answered,3
northforge,Northforge Components Ltd,planetary,total,4
northforge,Northforge Components Ltd,planetary,evidenceSupported,3
northforge,Northforge Components Ltd,planetary,needsReview,0
northforge,Northforge Components Ltd,planetary,strengths,[]
northforge,Northforge Components Ltd,planetary,weakAreas,"[""Environmental Impact"", ""Natural Dependencies"", ""Evidence and Limits""]"
northforge,Northforge Components Ltd,planetary,evidenceGaps,[]
northforge,Northforge Components Ltd,planetary,boundaryCoverage,[]
northforge,Northforge Components Ltd,planetary,ecologicalDependencies,[]
northforge,Northforge Components Ltd,planetary,impactSignals,"[""Material environmental impact"", ""Dependency risk"", ""Evidence gap""]"
northforge,Northforge Components Ltd,planetary,materialFlows,[]
northforge,Northforge Components Ltd,planetary,hotspotCandidates,"[{""title"": ""Environmental Impact hotspot candidate"", ""description"": ""Material environmental impact"", ""source"": ""Planetary question 30"", ""confidence"": ""medium""}, {""title"": ""Natural Dependencies hotspot candidate"", ""description"": ""Dependency risk"", ""source"": ""Planetary question 31"", ""confidence"": ""medium""}, {""title"": ""Evidence and Limits hotspot candidate"", ""description"": ""Evidence gap"", ""source"": ""Planetary question 32"", ""confidence"": ""medium""}]"
northforge,Northforge Components Ltd,planetary,contradictions,[]
northforge,Northforge Components Ltd,planetary,problemSignals,"[{""title"": ""Environmental Impact may need ecological systems mapping"", ""description"": ""Environmental Impact is marked as light with medium confidence."", ""source"": ""Planetary question 30"", ""confidence"": ""medium""}, {""title"": ""Natural Dependencies may need ecological systems mapping"", ""description"": ""Natural Dependencies is marked as light with medium confidence."", ""source"": ""Planetary question 31"", ""confidence"": ""medium""}, {""title"": ""Evidence and Limits may need ecological systems mapping"", ""description"": ""Evidence and Limits is marked as light with medium confidence."", ""source"": ""Planetary question 32"", ""confidence"": ""medium""}]"
northforge,Northforge Components Ltd,planetary,environmentalEvidenceTasks,[]
northforge,Northforge Components Ltd,planetary,planetaryRiskFlags,[]
northforge,Northforge Components Ltd,planetary,impactJourneyQuestions,"[""Where does environmental impact appear across lifecycle stages, places, suppliers or material flows?"", ""Where does natural dependencies appear across lifecycle stages, places, suppliers or material flows?"", ""Where does evidence and limits appear across lifecycle stages, places, suppliers or material flows?""]"
northforge,Northforge Components Ltd,planetary,synthesisHandover,"[""Connect Business, Human and Planetary findings before selecting interventions."", ""Review whether ecological hotspots also create human or strategic consequences.""]"
lumathread,LumaThread Apparel,business,score,1.0
lumathread,LumaThread Apparel,business,evidenceWeightedConfidence,0.72
lumathread,LumaThread Apparel,business,answered,6
lumathread,LumaThread Apparel,business,total,16
lumathread,LumaThread Apparel,business,evidenceSupported,6
lumathread,LumaThread Apparel,business,needsReview,0
lumathread,LumaThread Apparel,business,strengths,[]
lumathread,LumaThread Apparel,business,weakAreas,"[""Strategy and Purpose"", ""Finance and Investment"", ""Operations and Delivery"", ""Stakeholder Power"", ""Capability and Behaviour"", ""Equity and Wellbeing""]"
lumathread,LumaThread Apparel,business,evidenceGaps,[]
lumathread,LumaThread Apparel,business,contradictions,[]
lumathread,LumaThread Apparel,business,problemSignals,"[{""title"": ""Strategy and Purpose may need deeper mapping"", ""description"": ""Strategy and Purpose is marked as light with medium confidence."", ""source"": ""Business question 1"", ""confidence"": ""medium""}, {""title"": ""Finance and Investment may need deeper mapping"", ""description"": ""Finance and Investment is marked as light with medium confidence."", ""source"": ""Business question 2"", ""confidence"": ""medium""}, {""title"": ""Operations and Delivery may need deeper mapping"", ""description"": ""Operations and Delivery is marked as light with medium confidence."", ""source"": ""Business question 3"", ""confidence"": ""medium""}, {""title"": ""Stakeholder Power may need deeper mapping"", ""description"": ""Stakeholder Power is marked as light with medium confidence."", ""source"": ""Business question 17"", ""confidence"": ""medium""}, {""title"": ""Capability and Behaviour may need deeper mapping"", ""description"": ""Capability and Behaviour is marked as light with medium confidence."", ""source"": ""Business question 18"", ""confidence"": ""medium""}, {""title"": ""Equity and Wellbeing may need deeper mapping"", ""description"": ""Equity and Wellbeing is marked as light with medium confidence."", ""source"": ""Business question 19"", ""confidence"": ""medium""}]"
lumathread,LumaThread Apparel,business,impactJourneyQuestions,"[""Where does strategy and purpose show up across the value chain, process or service journey?"", ""Where does finance and investment show up across the value chain, process or service journey?"", ""Where does operations and delivery show up across the value chain, process or service journey?"", ""Where does stakeholder power show up across the value chain, process or service journey?""]"
lumathread,LumaThread Apparel,business,humanEmpathyRecommendations,"[""Use Human Empathy to test whether business maturity is experienced consistently by staff and stakeholders.""]"
lumathread,LumaThread Apparel,business,discoveryDomainReadings,[]
lumathread,LumaThread Apparel,business,toolRecommendations,[]
lumathread,LumaThread Apparel,business,carryForwardItems,"[{""action"": ""problem-signal"", ""questionId"": 1, ""area"": ""Strategy and Purpose"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""impact-journey"", ""questionId"": 1, ""area"": ""Strategy and Purpose"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""problem-signal"", ""questionId"": 2, ""area"": ""Finance and Investment"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""impact-journey"", ""questionId"": 2, ""area"": ""Finance and Investment"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""problem-signal"", ""questionId"": 3, ""area"": ""Operations and Delivery"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""impact-journey"", ""questionId"": 3, ""area"": ""Operations and Delivery"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""problem-signal"", ""questionId"": 17, ""area"": ""Stakeholder Power"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""impact-journey"", ""questionId"": 17, ""area"": ""Stakeholder Power"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""problem-signal"", ""questionId"": 18, ""area"": ""Capability and Behaviour"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""impact-journey"", ""questionId"": 18, ""area"": ""Capability and Behaviour"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""problem-signal"", ""questionId"": 19, ""area"": ""Equity and Wellbeing"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}, {""action"": ""impact-journey"", ""questionId"": 19, ""area"": ""Equity and Wellbeing"", ""maturity"": ""light"", ""confidence"": ""medium"", ""note"": """"}]"
lumathread,LumaThread Apparel,business,systemsConnections,[]
lumathread,LumaThread Apparel,human,score,1.0
lumathread,LumaThread Apparel,human,evidenceWeightedConfidence,0.72
lumathread,LumaThread Apparel,human,answered,3
lumathread,LumaThread Apparel,human,total,5
lumathread,LumaThread Apparel,human,evidenceSupported,3
lumathread,LumaThread Apparel,human,needsReview,0
lumathread,LumaThread Apparel,human,representedGroups,[]
lumathread,LumaThread Apparel,human,underrepresentedGroups,[]
lumathread,LumaThread Apparel,human,representationCoverage,0
lumathread,LumaThread Apparel,human,directEvidenceCoverage,0
lumathread,LumaThread Apparel,human,indirectEvidenceCoverage,0
lumathread,LumaThread Apparel,human,strengths,[]
lumathread,LumaThread Apparel,human,weakAreas,"[""Stakeholder Power"", ""Capability and Behaviour"", ""Equity and Wellbeing""]"
lumathread,LumaThread Apparel,human,evidenceGaps,[]
lumathread,LumaThread Apparel,human,contradictions,[]
lumathread,LumaThread Apparel,human,problemSignals,"[{""title"": ""Stakeholder Power may need deeper human enquiry"", ""description"": ""Stakeholder Power is marked as light with medium confidence."", ""source"": ""Human question 17"", ""confidence"": ""medium""}, {""title"": ""Capability and Behaviour may need deeper human enquiry"", ""description"": ""Capability and Behaviour is marked as light with medium confidence."", ""source"": ""Human question 18"", ""confidence"": ""medium""}, {""title"": ""Equity and Wellbeing may need deeper human enquiry"", ""description"": ""Equity and Wellbeing is marked as light with medium confidence."", ""source"": ""Human question 19"", ""confidence"": ""medium""}]"
lumathread,LumaThread Apparel,human,behaviouralBarriers,[]
lumathread,LumaThread Apparel,human,capabilityGaps,[]
lumathread,LumaThread Apparel,human,powerInfluenceInsights,[]
lumathread,LumaThread Apparel,human,participationTasks,"[""Review who has authority, influence and lived experience for weak Human Empathy areas.""]"
lumathread,LumaThread Apparel,human,facilitationRecommendations,[]
lumathread,LumaThread Apparel,human,humanRiskFlags,[]
lumathread,LumaThread Apparel,human,impactJourneyQuestions,"[""Where do people experience the effects of stakeholder power across the journey or value chain?"", ""Where do people experience the effects of capability and behaviour across the journey or value chain?"", ""Where do people experience the effects of equity and wellbeing across the journey or value chain?""]"
lumathread,LumaThread Apparel,human,planetaryEmpathyRecommendations,"[""Use Planetary Empathy to test whether human concerns connect to climate, nature, materials or place-based impacts.""]"
lumathread,LumaThread Apparel,planetary,score,1.0
lumathread,LumaThread Apparel,planetary,evidenceWeightedConfidence,0.72
lumathread,LumaThread Apparel,planetary,answered,3
lumathread,LumaThread Apparel,planetary,total,4
lumathread,LumaThread Apparel,planetary,evidenceSupported,3
lumathread,LumaThread Apparel,planetary,needsReview,0
lumathread,LumaThread Apparel,planetary,strengths,[]
lumathread,LumaThread Apparel,planetary,weakAreas,"[""Environmental Impact"", ""Natural Dependencies"", ""Evidence and Limits""]"
lumathread,LumaThread Apparel,planetary,evidenceGaps,[]
lumathread,LumaThread Apparel,planetary,boundaryCoverage,[]
lumathread,LumaThread Apparel,planetary,ecologicalDependencies,[]
lumathread,LumaThread Apparel,planetary,impactSignals,"[""Material environmental impact"", ""Dependency risk"", ""Evidence gap""]"
lumathread,LumaThread Apparel,planetary,materialFlows,[]
lumathread,LumaThread Apparel,planetary,hotspotCandidates,"[{""title"": ""Environmental Impact hotspot candidate"", ""description"": ""Material environmental impact"", ""source"": ""Planetary question 30"", ""confidence"": ""medium""}, {""title"": ""Natural Dependencies hotspot candidate"", ""description"": ""Dependency risk"", ""source"": ""Planetary question 31"", ""confidence"": ""medium""}, {""title"": ""Evidence and Limits hotspot candidate"", ""description"": ""Evidence gap"", ""source"": ""Planetary question 32"", ""confidence"": ""medium""}]"
lumathread,LumaThread Apparel,planetary,contradictions,[]
lumathread,LumaThread Apparel,planetary,problemSignals,"[{""title"": ""Environmental Impact may need ecological systems mapping"", ""description"": ""Environmental Impact is marked as light with medium confidence."", ""source"": ""Planetary question 30"", ""confidence"": ""medium""}, {""title"": ""Natural Dependencies may need ecological systems mapping"", ""description"": ""Natural Dependencies is marked as light with medium confidence."", ""source"": ""Planetary question 31"", ""confidence"": ""medium""}, {""title"": ""Evidence and Limits may need ecological systems mapping"", ""description"": ""Evidence and Limits is marked as light with medium confidence."", ""source"": ""Planetary question 32"", ""confidence"": ""medium""}]"
lumathread,LumaThread Apparel,planetary,environmentalEvidenceTasks,[]
lumathread,LumaThread Apparel,planetary,planetaryRiskFlags,[]
lumathread,LumaThread Apparel,planetary,impactJourneyQuestions,"[""Where does environmental impact appear across lifecycle stages, places, suppliers or material flows?"", ""Where does natural dependencies appear across lifecycle stages, places, suppliers or material flows?"", ""Where does evidence and limits appear across lifecycle stages, places, suppliers or material flows?""]"
lumathread,LumaThread Apparel,planetary,synthesisHandover,"[""Connect Business, Human and Planetary findings before selecting interventions."", ""Review whether ecological hotspots also create human or strategic consequences.""]"
evergreen,Evergreen Bank,business,score,2.0
evergreen,Evergreen Bank,business,evidenceWeightedConfidence,1.0
evergreen,Evergreen Bank,business,answered,6
evergreen,Evergreen Bank,business,total,16
evergreen,Evergreen Bank,business,evidenceSupported,6
evergreen,Evergreen Bank,business,needsReview,0
evergreen,Evergreen Bank,business,strengths,"[""Strategy and Purpose"", ""Finance and Investment"", ""Operations and Delivery"", ""Stakeholder Power"", ""Capability and Behaviour"", ""Equity and Wellbeing""]"
evergreen,Evergreen Bank,business,weakAreas,[]
evergreen,Evergreen Bank,business,evidenceGaps,[]
evergreen,Evergreen Bank,business,contradictions,[]
evergreen,Evergreen Bank,business,problemSignals,[]
evergreen,Evergreen Bank,business,impactJourneyQuestions,[]
evergreen,Evergreen Bank,business,humanEmpathyRecommendations,"[""Use Human Empathy to test whether business maturity is experienced consistently by staff and stakeholders.""]"
evergreen,Evergreen Bank,business,discoveryDomainReadings,[]
evergreen,Evergreen Bank,business,toolRecommendations,[]
evergreen,Evergreen Bank,business,carryForwardItems,"[{""action"": ""problem-signal"", ""questionId"": 1, ""area"": ""Strategy and Purpose"", ""maturity"": ""mid"", ""confidence"": ""high"", ""note"": """"}, {""action"": ""impact-journey"", ""questionId"": 1, ""area"": ""Strategy and Purpose"", ""maturity"": ""mid"", ""confidence"": ""high"", ""note"": """"}, {""action"": ""problem-signal"", ""questionId"": 2, ""area"": ""Finance and Investment"", ""maturity"": ""mid"", ""confidence"": ""high"", ""note"": """"}, {""action"": ""impact-journey"", ""questionId"": 2, ""area"": ""Finance and Investment"", ""maturity"": ""mid"", ""confidence"": ""high"", ""note"": """"}, {""action"": ""problem-signal"", ""questionId"": 3, ""area"": ""Operations and Delivery"", ""maturity"": ""mid"", ""confidence"": ""high"", ""note"": """"}, {""action"": ""impact-journey"", ""questionId"": 3, ""area"": ""Operations and Delivery"", ""maturity"": ""mid"", ""confidence"": ""high"", ""note"": """"}, {""action"": ""problem-signal"", ""questionId"": 17, ""area"": ""Stakeholder Power"", ""maturity"": ""mid"", ""confidence"": ""high"", ""note"": """"}, {""action"": ""impact-journey"", ""questionId"": 17, ""area"": ""Stakeholder Power"", ""maturity"": ""mid"", ""confidence"": ""high"", ""note"": """"}, {""action"": ""problem-signal"", ""questionId"": 18, ""area"": ""Capability and Behaviour"", ""maturity"": ""mid"", ""confidence"": ""high"", ""note"": """"}, {""action"": ""impact-journey"", ""questionId"": 18, ""area"": ""Capability and Behaviour"", ""maturity"": ""mid"", ""confidence"": ""high"", ""note"": """"}, {""action"": ""problem-signal"", ""questionId"": 19, ""area"": ""Equity and Wellbeing"", ""maturity"": ""mid"", ""confidence"": ""high"", ""note"": """"}, {""action"": ""impact-journey"", ""questionId"": 19, ""area"": ""Equity and Wellbeing"", ""maturity"": ""mid"", ""confidence"": ""high"", ""note"": """"}]"
evergreen,Evergreen Bank,business,systemsConnections,[]
evergreen,Evergreen Bank,human,score,2.0
evergreen,Evergreen Bank,human,evidenceWeightedConfidence,1.0
evergreen,Evergreen Bank,human,answered,3
evergreen,Evergreen Bank,human,total,5
evergreen,Evergreen Bank,human,evidenceSupported,3
evergreen,Evergreen Bank,human,needsReview,0
evergreen,Evergreen Bank,human,representedGroups,[]
