company_id,company,problem_id,problem_title,factor,score,weight,contribution,direction,explanation
northforge,Northforge Components Ltd,northforge-problem-1,Purchased-metal emissions,impact,5,20,100,raises,Impact is very high and carries weight 20.
northforge,Northforge Components Ltd,northforge-problem-1,Purchased-metal emissions,strategic,5,15,75,raises,Strategic is very high and carries weight 15.
northforge,Northforge Components Ltd,northforge-problem-1,Purchased-metal emissions,leverage,5,15,75,raises,Leverage is very high and carries weight 15.
northforge,Northforge Components Ltd,northforge-problem-1,Purchased-metal emissions,urgency,4,10,40,raises,Urgency is high and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-1,Purchased-metal emissions,influence,3,10,30,neutral,Influence is moderate and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-1,Purchased-metal emissions,readiness,3,10,30,neutral,Readiness is moderate and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-1,Purchased-metal emissions,confidence,2,10,20,limits,Confidence is low and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-1,Purchased-metal emissions,stakeholder,4,5,20,raises,Stakeholder is high and carries weight 5.
northforge,Northforge Components Ltd,northforge-problem-1,Purchased-metal emissions,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
northforge,Northforge Components Ltd,northforge-problem-1,Purchased-metal emissions,effort,4,10,-40,lowers,Effort is high and is treated as a delivery penalty.
northforge,Northforge Components Ltd,northforge-problem-2,Factory energy efficiency,impact,3,20,60,neutral,Impact is moderate and carries weight 20.
northforge,Northforge Components Ltd,northforge-problem-2,Factory energy efficiency,strategic,4,15,60,raises,Strategic is high and carries weight 15.
northforge,Northforge Components Ltd,northforge-problem-2,Factory energy efficiency,leverage,3,15,45,neutral,Leverage is moderate and carries weight 15.
northforge,Northforge Components Ltd,northforge-problem-2,Factory energy efficiency,urgency,4,10,40,raises,Urgency is high and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-2,Factory energy efficiency,influence,5,10,50,raises,Influence is very high and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-2,Factory energy efficiency,readiness,4,10,40,raises,Readiness is high and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-2,Factory energy efficiency,confidence,5,10,50,raises,Confidence is very high and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-2,Factory energy efficiency,stakeholder,2,5,10,limits,Stakeholder is low and carries weight 5.
northforge,Northforge Components Ltd,northforge-problem-2,Factory energy efficiency,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
northforge,Northforge Components Ltd,northforge-problem-2,Factory energy efficiency,effort,3,10,-30,neutral,Effort is moderate and is treated as a delivery penalty.
northforge,Northforge Components Ltd,northforge-problem-3,Employee engagement,impact,2,20,40,limits,Impact is low and carries weight 20.
northforge,Northforge Components Ltd,northforge-problem-3,Employee engagement,strategic,3,15,45,neutral,Strategic is moderate and carries weight 15.
northforge,Northforge Components Ltd,northforge-problem-3,Employee engagement,leverage,3,15,45,neutral,Leverage is moderate and carries weight 15.
northforge,Northforge Components Ltd,northforge-problem-3,Employee engagement,urgency,2,10,20,limits,Urgency is low and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-3,Employee engagement,influence,4,10,40,raises,Influence is high and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-3,Employee engagement,readiness,4,10,40,raises,Readiness is high and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-3,Employee engagement,confidence,3,10,30,neutral,Confidence is moderate and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-3,Employee engagement,stakeholder,3,5,15,neutral,Stakeholder is moderate and carries weight 5.
northforge,Northforge Components Ltd,northforge-problem-3,Employee engagement,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
northforge,Northforge Components Ltd,northforge-problem-3,Employee engagement,effort,2,10,-20,supports feasibility,Effort is low and is treated as a delivery penalty.
northforge,Northforge Components Ltd,northforge-problem-4,Supplier data quality,impact,4,20,80,raises,Impact is high and carries weight 20.
northforge,Northforge Components Ltd,northforge-problem-4,Supplier data quality,strategic,5,15,75,raises,Strategic is very high and carries weight 15.
northforge,Northforge Components Ltd,northforge-problem-4,Supplier data quality,leverage,5,15,75,raises,Leverage is very high and carries weight 15.
northforge,Northforge Components Ltd,northforge-problem-4,Supplier data quality,urgency,4,10,40,raises,Urgency is high and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-4,Supplier data quality,influence,3,10,30,neutral,Influence is moderate and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-4,Supplier data quality,readiness,2,10,20,limits,Readiness is low and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-4,Supplier data quality,confidence,2,10,20,limits,Confidence is low and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-4,Supplier data quality,stakeholder,3,5,15,neutral,Stakeholder is moderate and carries weight 5.
northforge,Northforge Components Ltd,northforge-problem-4,Supplier data quality,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
northforge,Northforge Components Ltd,northforge-problem-4,Supplier data quality,effort,3,10,-30,neutral,Effort is moderate and is treated as a delivery penalty.
northforge,Northforge Components Ltd,northforge-problem-5,Product redesign constraints,impact,4,20,80,raises,Impact is high and carries weight 20.
northforge,Northforge Components Ltd,northforge-problem-5,Product redesign constraints,strategic,4,15,60,raises,Strategic is high and carries weight 15.
northforge,Northforge Components Ltd,northforge-problem-5,Product redesign constraints,leverage,4,15,60,raises,Leverage is high and carries weight 15.
northforge,Northforge Components Ltd,northforge-problem-5,Product redesign constraints,urgency,3,10,30,neutral,Urgency is moderate and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-5,Product redesign constraints,influence,3,10,30,neutral,Influence is moderate and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-5,Product redesign constraints,readiness,2,10,20,limits,Readiness is low and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-5,Product redesign constraints,confidence,3,10,30,neutral,Confidence is moderate and carries weight 10.
northforge,Northforge Components Ltd,northforge-problem-5,Product redesign constraints,stakeholder,2,5,10,limits,Stakeholder is low and carries weight 5.
northforge,Northforge Components Ltd,northforge-problem-5,Product redesign constraints,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
northforge,Northforge Components Ltd,northforge-problem-5,Product redesign constraints,effort,5,10,-50,lowers,Effort is very high and is treated as a delivery penalty.
lumathread,LumaThread Apparel,lumathread-problem-1,Supply-chain traceability,impact,5,20,100,raises,Impact is very high and carries weight 20.
lumathread,LumaThread Apparel,lumathread-problem-1,Supply-chain traceability,strategic,5,15,75,raises,Strategic is very high and carries weight 15.
lumathread,LumaThread Apparel,lumathread-problem-1,Supply-chain traceability,leverage,5,15,75,raises,Leverage is very high and carries weight 15.
lumathread,LumaThread Apparel,lumathread-problem-1,Supply-chain traceability,urgency,5,10,50,raises,Urgency is very high and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-1,Supply-chain traceability,influence,3,10,30,neutral,Influence is moderate and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-1,Supply-chain traceability,readiness,2,10,20,limits,Readiness is low and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-1,Supply-chain traceability,confidence,2,10,20,limits,Confidence is low and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-1,Supply-chain traceability,stakeholder,5,5,25,raises,Stakeholder is very high and carries weight 5.
lumathread,LumaThread Apparel,lumathread-problem-1,Supply-chain traceability,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
lumathread,LumaThread Apparel,lumathread-problem-1,Supply-chain traceability,effort,4,10,-40,lowers,Effort is high and is treated as a delivery penalty.
lumathread,LumaThread Apparel,lumathread-problem-2,Labour conditions,impact,5,20,100,raises,Impact is very high and carries weight 20.
lumathread,LumaThread Apparel,lumathread-problem-2,Labour conditions,strategic,5,15,75,raises,Strategic is very high and carries weight 15.
lumathread,LumaThread Apparel,lumathread-problem-2,Labour conditions,leverage,5,15,75,raises,Leverage is very high and carries weight 15.
lumathread,LumaThread Apparel,lumathread-problem-2,Labour conditions,urgency,4,10,40,raises,Urgency is high and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-2,Labour conditions,influence,2,10,20,limits,Influence is low and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-2,Labour conditions,readiness,2,10,20,limits,Readiness is low and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-2,Labour conditions,confidence,2,10,20,limits,Confidence is low and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-2,Labour conditions,stakeholder,5,5,25,raises,Stakeholder is very high and carries weight 5.
lumathread,LumaThread Apparel,lumathread-problem-2,Labour conditions,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
lumathread,LumaThread Apparel,lumathread-problem-2,Labour conditions,effort,4,10,-40,lowers,Effort is high and is treated as a delivery penalty.
lumathread,LumaThread Apparel,lumathread-problem-3,Overproduction and returns,impact,4,20,80,raises,Impact is high and carries weight 20.
lumathread,LumaThread Apparel,lumathread-problem-3,Overproduction and returns,strategic,4,15,60,raises,Strategic is high and carries weight 15.
lumathread,LumaThread Apparel,lumathread-problem-3,Overproduction and returns,leverage,4,15,60,raises,Leverage is high and carries weight 15.
lumathread,LumaThread Apparel,lumathread-problem-3,Overproduction and returns,urgency,4,10,40,raises,Urgency is high and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-3,Overproduction and returns,influence,5,10,50,raises,Influence is very high and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-3,Overproduction and returns,readiness,3,10,30,neutral,Readiness is moderate and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-3,Overproduction and returns,confidence,3,10,30,neutral,Confidence is moderate and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-3,Overproduction and returns,stakeholder,4,5,20,raises,Stakeholder is high and carries weight 5.
lumathread,LumaThread Apparel,lumathread-problem-3,Overproduction and returns,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
lumathread,LumaThread Apparel,lumathread-problem-3,Overproduction and returns,effort,3,10,-30,neutral,Effort is moderate and is treated as a delivery penalty.
lumathread,LumaThread Apparel,lumathread-problem-4,Unsupported claims,impact,4,20,80,raises,Impact is high and carries weight 20.
lumathread,LumaThread Apparel,lumathread-problem-4,Unsupported claims,strategic,5,15,75,raises,Strategic is very high and carries weight 15.
lumathread,LumaThread Apparel,lumathread-problem-4,Unsupported claims,leverage,4,15,60,raises,Leverage is high and carries weight 15.
lumathread,LumaThread Apparel,lumathread-problem-4,Unsupported claims,urgency,5,10,50,raises,Urgency is very high and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-4,Unsupported claims,influence,5,10,50,raises,Influence is very high and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-4,Unsupported claims,readiness,3,10,30,neutral,Readiness is moderate and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-4,Unsupported claims,confidence,2,10,20,limits,Confidence is low and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-4,Unsupported claims,stakeholder,4,5,20,raises,Stakeholder is high and carries weight 5.
lumathread,LumaThread Apparel,lumathread-problem-4,Unsupported claims,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
lumathread,LumaThread Apparel,lumathread-problem-4,Unsupported claims,effort,2,10,-20,supports feasibility,Effort is low and is treated as a delivery penalty.
lumathread,LumaThread Apparel,lumathread-problem-5,Material selection,impact,4,20,80,raises,Impact is high and carries weight 20.
lumathread,LumaThread Apparel,lumathread-problem-5,Material selection,strategic,4,15,60,raises,Strategic is high and carries weight 15.
lumathread,LumaThread Apparel,lumathread-problem-5,Material selection,leverage,4,15,60,raises,Leverage is high and carries weight 15.
lumathread,LumaThread Apparel,lumathread-problem-5,Material selection,urgency,3,10,30,neutral,Urgency is moderate and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-5,Material selection,influence,4,10,40,raises,Influence is high and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-5,Material selection,readiness,3,10,30,neutral,Readiness is moderate and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-5,Material selection,confidence,2,10,20,limits,Confidence is low and carries weight 10.
lumathread,LumaThread Apparel,lumathread-problem-5,Material selection,stakeholder,3,5,15,neutral,Stakeholder is moderate and carries weight 5.
lumathread,LumaThread Apparel,lumathread-problem-5,Material selection,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
lumathread,LumaThread Apparel,lumathread-problem-5,Material selection,effort,3,10,-30,neutral,Effort is moderate and is treated as a delivery penalty.
evergreen,Evergreen Bank,evergreen-problem-1,Financed emissions evidence,impact,5,20,100,raises,Impact is very high and carries weight 20.
evergreen,Evergreen Bank,evergreen-problem-1,Financed emissions evidence,strategic,5,15,75,raises,Strategic is very high and carries weight 15.
evergreen,Evergreen Bank,evergreen-problem-1,Financed emissions evidence,leverage,5,15,75,raises,Leverage is very high and carries weight 15.
evergreen,Evergreen Bank,evergreen-problem-1,Financed emissions evidence,urgency,4,10,40,raises,Urgency is high and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-1,Financed emissions evidence,influence,3,10,30,neutral,Influence is moderate and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-1,Financed emissions evidence,readiness,3,10,30,neutral,Readiness is moderate and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-1,Financed emissions evidence,confidence,2,10,20,limits,Confidence is low and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-1,Financed emissions evidence,stakeholder,4,5,20,raises,Stakeholder is high and carries weight 5.
evergreen,Evergreen Bank,evergreen-problem-1,Financed emissions evidence,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
evergreen,Evergreen Bank,evergreen-problem-1,Financed emissions evidence,effort,4,10,-40,lowers,Effort is high and is treated as a delivery penalty.
evergreen,Evergreen Bank,evergreen-problem-2,Climate-risk integration,impact,5,20,100,raises,Impact is very high and carries weight 20.
evergreen,Evergreen Bank,evergreen-problem-2,Climate-risk integration,strategic,5,15,75,raises,Strategic is very high and carries weight 15.
evergreen,Evergreen Bank,evergreen-problem-2,Climate-risk integration,leverage,5,15,75,raises,Leverage is very high and carries weight 15.
evergreen,Evergreen Bank,evergreen-problem-2,Climate-risk integration,urgency,5,10,50,raises,Urgency is very high and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-2,Climate-risk integration,influence,4,10,40,raises,Influence is high and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-2,Climate-risk integration,readiness,4,10,40,raises,Readiness is high and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-2,Climate-risk integration,confidence,4,10,40,raises,Confidence is high and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-2,Climate-risk integration,stakeholder,4,5,20,raises,Stakeholder is high and carries weight 5.
evergreen,Evergreen Bank,evergreen-problem-2,Climate-risk integration,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
evergreen,Evergreen Bank,evergreen-problem-2,Climate-risk integration,effort,3,10,-30,neutral,Effort is moderate and is treated as a delivery penalty.
evergreen,Evergreen Bank,evergreen-problem-3,Fairness of green lending criteria,impact,4,20,80,raises,Impact is high and carries weight 20.
evergreen,Evergreen Bank,evergreen-problem-3,Fairness of green lending criteria,strategic,5,15,75,raises,Strategic is very high and carries weight 15.
evergreen,Evergreen Bank,evergreen-problem-3,Fairness of green lending criteria,leverage,4,15,60,raises,Leverage is high and carries weight 15.
evergreen,Evergreen Bank,evergreen-problem-3,Fairness of green lending criteria,urgency,4,10,40,raises,Urgency is high and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-3,Fairness of green lending criteria,influence,4,10,40,raises,Influence is high and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-3,Fairness of green lending criteria,readiness,3,10,30,neutral,Readiness is moderate and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-3,Fairness of green lending criteria,confidence,3,10,30,neutral,Confidence is moderate and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-3,Fairness of green lending criteria,stakeholder,5,5,25,raises,Stakeholder is very high and carries weight 5.
evergreen,Evergreen Bank,evergreen-problem-3,Fairness of green lending criteria,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
evergreen,Evergreen Bank,evergreen-problem-3,Fairness of green lending criteria,effort,3,10,-30,neutral,Effort is moderate and is treated as a delivery penalty.
evergreen,Evergreen Bank,evergreen-problem-4,Relationship-manager capability,impact,3,20,60,neutral,Impact is moderate and carries weight 20.
evergreen,Evergreen Bank,evergreen-problem-4,Relationship-manager capability,strategic,4,15,60,raises,Strategic is high and carries weight 15.
evergreen,Evergreen Bank,evergreen-problem-4,Relationship-manager capability,leverage,3,15,45,neutral,Leverage is moderate and carries weight 15.
evergreen,Evergreen Bank,evergreen-problem-4,Relationship-manager capability,urgency,4,10,40,raises,Urgency is high and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-4,Relationship-manager capability,influence,5,10,50,raises,Influence is very high and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-4,Relationship-manager capability,readiness,4,10,40,raises,Readiness is high and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-4,Relationship-manager capability,confidence,3,10,30,neutral,Confidence is moderate and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-4,Relationship-manager capability,stakeholder,4,5,20,raises,Stakeholder is high and carries weight 5.
evergreen,Evergreen Bank,evergreen-problem-4,Relationship-manager capability,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
evergreen,Evergreen Bank,evergreen-problem-4,Relationship-manager capability,effort,2,10,-20,supports feasibility,Effort is low and is treated as a delivery penalty.
evergreen,Evergreen Bank,evergreen-problem-5,Nature-related exposure,impact,4,20,80,raises,Impact is high and carries weight 20.
evergreen,Evergreen Bank,evergreen-problem-5,Nature-related exposure,strategic,4,15,60,raises,Strategic is high and carries weight 15.
evergreen,Evergreen Bank,evergreen-problem-5,Nature-related exposure,leverage,4,15,60,raises,Leverage is high and carries weight 15.
evergreen,Evergreen Bank,evergreen-problem-5,Nature-related exposure,urgency,3,10,30,neutral,Urgency is moderate and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-5,Nature-related exposure,influence,2,10,20,limits,Influence is low and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-5,Nature-related exposure,readiness,2,10,20,limits,Readiness is low and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-5,Nature-related exposure,confidence,1,10,10,limits,Confidence is very low and carries weight 10.
evergreen,Evergreen Bank,evergreen-problem-5,Nature-related exposure,stakeholder,3,5,15,neutral,Stakeholder is moderate and carries weight 5.
evergreen,Evergreen Bank,evergreen-problem-5,Nature-related exposure,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
evergreen,Evergreen Bank,evergreen-problem-5,Nature-related exposure,effort,4,10,-40,lowers,Effort is high and is treated as a delivery penalty.
civiccare,CivicCare Health Trust,civiccare-problem-1,Anaesthetic gases,impact,5,20,100,raises,Impact is very high and carries weight 20.
civiccare,CivicCare Health Trust,civiccare-problem-1,Anaesthetic gases,strategic,5,15,75,raises,Strategic is very high and carries weight 15.
civiccare,CivicCare Health Trust,civiccare-problem-1,Anaesthetic gases,leverage,5,15,75,raises,Leverage is very high and carries weight 15.
civiccare,CivicCare Health Trust,civiccare-problem-1,Anaesthetic gases,urgency,5,10,50,raises,Urgency is very high and carries weight 10.
civiccare,CivicCare Health Trust,civiccare-problem-1,Anaesthetic gases,influence,5,10,50,raises,Influence is very high and carries weight 10.
civiccare,CivicCare Health Trust,civiccare-problem-1,Anaesthetic gases,readiness,4,10,40,raises,Readiness is high and carries weight 10.
civiccare,CivicCare Health Trust,civiccare-problem-1,Anaesthetic gases,confidence,4,10,40,raises,Confidence is high and carries weight 10.
civiccare,CivicCare Health Trust,civiccare-problem-1,Anaesthetic gases,stakeholder,4,5,20,raises,Stakeholder is high and carries weight 5.
civiccare,CivicCare Health Trust,civiccare-problem-1,Anaesthetic gases,learning,3,5,15,neutral,Learning is moderate and carries weight 5.
civiccare,CivicCare Health Trust,civiccare-problem-1,Anaesthetic gases,effort,3,10,-30,neutral,Effort is moderate and is treated as a delivery penalty.
civiccare,CivicCare Health Trust,civiccare-problem-2,Hospital energy,impact,4,20,80,raises,Impact is high and carries weight 20.
civiccare,CivicCare Health Trust,civiccare-problem-2,Hospital energy,strategic,4,15,60,raises,Strategic is high and carries weight 15.
civiccare,CivicCare Health Trust,civiccare-problem-2,Hospital energy,leverage,4,15,60,raises,Leverage is high and carries weight 15.
civiccare,CivicCare Health Trust,civiccare-problem-2,Hospital energy,urgency,4,10,40,raises,Urgency is high and carries weight 10.
civiccare,CivicCare Health Trust,civiccare-problem-2,Hospital energy,influence,5,10,50,raises,Influence is very high and carries weight 10.
civiccare,CivicCare Health Trust,civiccare-problem-2,Hospital energy,readiness,3,10,30,neutral,Readiness is moderate and carries weight 10.
civiccare,CivicCare Health Trust,civiccare-problem-2,Hospital energy,confidence,5,10,50,raises,Confidence is very high and carries weight 10.
civiccare,CivicCare Health Trust,civiccare-problem-2,Hospital energy,stakeholder,3,5,15,neutral,Stakeholder is moderate and carries weight 5.
